,Ticker,Hurst Exponent,t_statistic,p_value
390,TAP,0.5433990620552166,1.7048306211539583,0.0882260187760564
391,TDG,0.681537847255976,7.1312896234161105,9.943157408542902e-13
392,TDY,0.6465694986285613,5.757639855700962,8.52980930332592e-09
393,TECH,0.6178668361523749,4.630122909924771,3.6544874268962246e-06
394,TEL,0.6115761541359866,4.38300818390059,1.1705171407028203e-05
395,TER,0.5905117960198122,3.5555441551684166,0.0003771975866404542
396,TFC,0.5500074025620109,1.9644238178147775,0.04948096297562565
397,TFX,0.6414995367482378,5.558478264359154,2.7213683972959757e-08
398,TGT,0.5742815443611755,2.917976689275391,0.003523106866518244
399,TJX,0.637105448326465,5.385866780637103,7.209635000116066e-08
400,TMO,0.6822630767083877,7.1597785657868265,8.080203173221889e-13
401,TMUS,0.6410523072881847,5.54090990130996,3.0090401503812814e-08
402,TPL,0.6816630381413391,7.136207454464737,9.594547378810603e-13
403,TPR,0.49109270471763355,-0.34990225663674707,0.7264120534104663
